Ekonomiskt bistånd, Utbetalt ekonomiskt bistånd inklusive introduktionsersättning, tusental kronor
Region;Inrikes­ eller utrikesfödda hushåll;Hushållstyp;2021;2022;2023;2024
Gislaved;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Gislaved;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Gislaved;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Gislaved;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;448;750;901;829
Gislaved;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;4433;3661;3441;3078
Gislaved;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;13;­­;­­;­­
Gislaved;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Gislaved;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Gislaved;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Gislaved;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Gislaved;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Gislaved;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Vaggeryd;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Vaggeryd;Inrikes födda;Ensamstående man utan barn;2478;1941;1873;2337
Vaggeryd;Inrikes födda;Ensamstående man med barn;14;71;223;224
Vaggeryd;Inrikes födda;Ensamstående kvinna utan barn;1193;1180;1238;1838
Vaggeryd;Inrikes födda;Ensamstående kvinna med barn;365;468;285;446
Vaggeryd;Inrikes födda;Sammanboende par utan barn;108;­­;­­;24
Vaggeryd;Inrikes födda;Sammanboende par med barn;6;­­;8;­­
Vaggeryd;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Vaggeryd;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;1560;1067;1285;997
Vaggeryd;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;85;100;50;44
Vaggeryd;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;833;683;981;1076
Vaggeryd;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;689;828;456;730
Vaggeryd;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;­­;­­;­­;9
Vaggeryd;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;35;18;­­;10
Vaggeryd;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Vaggeryd;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Vaggeryd;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Vaggeryd;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Vaggeryd;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Vaggeryd;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;271;159;155;176
Vaggeryd;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;1231;1030;760;613
Vaggeryd;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Vaggeryd;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Vaggeryd;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Vaggeryd;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Vaggeryd;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Vaggeryd;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Vaggeryd;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Jönköping;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Jönköping;Inrikes födda;Ensamstående man utan barn;26645;25283;26332;28961
Jönköping;Inrikes födda;Ensamstående man med barn;2120;1939;1545;1395
Jönköping;Inrikes födda;Ensamstående kvinna utan barn;13086;11418;13118;13766
Jönköping;Inrikes födda;Ensamstående kvinna med barn;4083;3453;3731;3888
Jönköping;Inrikes födda;Sammanboende par utan barn;969;1157;1581;2081
Jönköping;Inrikes födda;Sammanboende par med barn;990;657;778;964
Jönköping;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Jönköping;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;19253;15724;16675;16932
Jönköping;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;1558;1056;1456;741
Jönköping;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;16979;16794;16244;16905
Jönköping;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;8182;8318;7302;6834
Jönköping;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;403;97;254;572
Jönköping;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;554;524;624;778
Jönköping;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Jönköping;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Jönköping;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Jönköping;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Jönköping;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Jönköping;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;4743;3683;3059;2984
Jönköping;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;13091;10370;7892;8040
Jönköping;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;88;­­;­­;­­
Jönköping;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Jönköping;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Jönköping;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Jönköping;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Jönköping;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Jönköping;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Nässjö;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Nässjö;Inrikes födda;Ensamstående man utan barn;7992;7140;7263;9667
Nässjö;Inrikes födda;Ensamstående man med barn;438;370;647;649
Nässjö;Inrikes födda;Ensamstående kvinna utan barn;4773;4366;4301;4952
Nässjö;Inrikes födda;Ensamstående kvinna med barn;2104;1898;1911;2052
Nässjö;Inrikes födda;Sammanboende par utan barn;144;260;314;693
Nässjö;Inrikes födda;Sammanboende par med barn;526;499;401;515
Nässjö;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Nässjö;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;8363;6886;7067;7710
Nässjö;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;358;362;505;589
Nässjö;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;8434;7417;8147;9407
Nässjö;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;6413;6114;6455;7071
Nässjö;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;170;78;105;65
Nässjö;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;169;128;196;142
Nässjö;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Nässjö;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Nässjö;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Nässjö;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Nässjö;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Nässjö;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;2482;2708;2739;3134
Nässjö;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;9911;8953;9307;10886
Nässjö;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Nässjö;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Nässjö;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Nässjö;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Nässjö;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Nässjö;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Nässjö;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Värnamo;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Värnamo;Inrikes födda;Ensamstående man utan barn;4004;3508;4114;4898
Värnamo;Inrikes födda;Ensamstående man med barn;251;107;22;249
Värnamo;Inrikes födda;Ensamstående kvinna utan barn;2038;2019;2020;2838
Värnamo;Inrikes födda;Ensamstående kvinna med barn;779;680;852;1066
Värnamo;Inrikes födda;Sammanboende par utan barn;63;50;97;13
Värnamo;Inrikes födda;Sammanboende par med barn;212;259;186;292
Värnamo;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Värnamo;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;2582;2423;2417;2489
Värnamo;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;457;277;236;419
Värnamo;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;3753;3812;3964;5218
Värnamo;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;2987;2923;3422;3718
Värnamo;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;­­;­­;­­;22
Värnamo;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;358;­­;­­;72
Värnamo;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Värnamo;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Värnamo;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Värnamo;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Värnamo;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Värnamo;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;510;574;446;548
Värnamo;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;3154;2380;2047;2408
Värnamo;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Värnamo;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Värnamo;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Värnamo;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Värnamo;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Värnamo;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Värnamo;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Sävsjö;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Sävsjö;Inrikes födda;Ensamstående man utan barn;1969;1845;2811;3117
Sävsjö;Inrikes födda;Ensamstående man med barn;­­;­­;64;79
Sävsjö;Inrikes födda;Ensamstående kvinna utan barn;1031;1152;1380;1519
Sävsjö;Inrikes födda;Ensamstående kvinna med barn;1032;807;396;338
Sävsjö;Inrikes födda;Sammanboende par utan barn;96;17;70;305
Sävsjö;Inrikes födda;Sammanboende par med barn;132;5;36;130
Sävsjö;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Sävsjö;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;2187;2099;3222;2442
Sävsjö;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;391;435;426;476
Sävsjö;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;1755;1702;2342;2547
Sävsjö;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;1339;1122;1447;1176
Sävsjö;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;­­;­­;30;14
Sävsjö;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;101;8;2;24
Sävsjö;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Sävsjö;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Sävsjö;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Sävsjö;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Sävsjö;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Sävsjö;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;893;1269;1048;1126
Sävsjö;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;4268;4033;3967;3405
Sävsjö;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;2
Sävsjö;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Sävsjö;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Sävsjö;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Sävsjö;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Sävsjö;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Sävsjö;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Vetlanda;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Vetlanda;Inrikes födda;Ensamstående man utan barn;4390;4659;4727;6291
Vetlanda;Inrikes födda;Ensamstående man med barn;64;83;224;211
Vetlanda;Inrikes födda;Ensamstående kvinna utan barn;2377;2072;2203;2448
Vetlanda;Inrikes födda;Ensamstående kvinna med barn;767;1131;1434;1013
Vetlanda;Inrikes födda;Sammanboende par utan barn;161;170;17;302
Vetlanda;Inrikes födda;Sammanboende par med barn;57;215;420;438
Vetlanda;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Vetlanda;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;4637;3433;3767;4716
Vetlanda;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;239;450;432;560
Vetlanda;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;3145;3800;4163;4645
Vetlanda;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;2220;2473;2947;3084
Vetlanda;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;­­;­­;20;88
Vetlanda;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;5;76;27;19
Vetlanda;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Vetlanda;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Vetlanda;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Vetlanda;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Vetlanda;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Vetlanda;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;1065;895;1033;767
Vetlanda;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;5482;4505;4977;6187
Vetlanda;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;53;52;30;53
Vetlanda;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Vetlanda;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Vetlanda;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Vetlanda;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Vetlanda;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Vetlanda;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Eksjö;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Eksjö;Inrikes födda;Ensamstående man utan barn;5787;5636;5391;5515
Eksjö;Inrikes födda;Ensamstående man med barn;618;495;485;283
Eksjö;Inrikes födda;Ensamstående kvinna utan barn;4335;2965;3291;3659
Eksjö;Inrikes födda;Ensamstående kvinna med barn;1315;1465;1252;1014
Eksjö;Inrikes födda;Sammanboende par utan barn;197;630;540;243
Eksjö;Inrikes födda;Sammanboende par med barn;392;553;337;501
Eksjö;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Eksjö;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;4904;3498;2982;2688
Eksjö;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;229;209;210;351
Eksjö;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;1919;2232;2553;2833
Eksjö;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;1976;1969;2030;2259
Eksjö;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;3;­­;59;292
Eksjö;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;39;9;49;130
Eksjö;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Eksjö;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Eksjö;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Eksjö;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Eksjö;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Eksjö;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;771;543;500;1038
Eksjö;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;5426;5519;4761;4462
Eksjö;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;0;­­;­­
Eksjö;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Eksjö;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Eksjö;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
