Ekonomiskt bistånd, Utbetalt ekonomiskt bistånd inklusive introduktionsersättning, tusental kronor
Region;Inrikes­ eller utrikesfödda hushåll;Hushållstyp;2021;2022;2023;2024
Vilhelmina;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Vilhelmina;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Vilhelmina;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Åsele;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Åsele;Inrikes födda;Ensamstående man utan barn;524;586;725;1040
Åsele;Inrikes födda;Ensamstående man med barn;64;­­;­­;­­
Åsele;Inrikes födda;Ensamstående kvinna utan barn;398;325;143;210
Åsele;Inrikes födda;Ensamstående kvinna med barn;­­;­­;18;44
Åsele;Inrikes födda;Sammanboende par utan barn;51;­­;108;­­
Åsele;Inrikes födda;Sammanboende par med barn;19;8;­­;21
Åsele;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Åsele;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;205;183;376;198
Åsele;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;15;­­;44;190
Åsele;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;178;152;27;5
Åsele;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;88;31;5;76
Åsele;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;6;4;­­;­­
Åsele;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;2;­­;­­;­­
Åsele;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Åsele;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Åsele;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Åsele;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Åsele;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Åsele;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;­­;­­;112;­­
Åsele;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;2;24;­­;­­
Åsele;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Åsele;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Åsele;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Åsele;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Åsele;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Åsele;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Åsele;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Umeå;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Umeå;Inrikes födda;Ensamstående man utan barn;27238;26603;27321;26940
Umeå;Inrikes födda;Ensamstående man med barn;2188;1873;2047;2544
Umeå;Inrikes födda;Ensamstående kvinna utan barn;15392;13998;14881;14761
Umeå;Inrikes födda;Ensamstående kvinna med barn;4666;4407;4512;4756
Umeå;Inrikes födda;Sammanboende par utan barn;664;389;382;410
Umeå;Inrikes födda;Sammanboende par med barn;283;443;330;239
Umeå;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Umeå;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;12190;10532;9904;10990
Umeå;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;2718;2057;1910;1231
Umeå;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;9867;10500;11161;10731
Umeå;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;10086;10729;8615;8362
Umeå;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;94;38;34;35
Umeå;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;128;76;109;218
Umeå;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Umeå;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Umeå;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Umeå;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Umeå;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Umeå;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;3168;2751;2084;1669
Umeå;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;10008;9345;7940;6398
Umeå;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;1;­­
Umeå;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Umeå;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Umeå;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Umeå;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Umeå;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Umeå;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Lycksele;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Lycksele;Inrikes födda;Ensamstående man utan barn;3936;3752;4261;4891
Lycksele;Inrikes födda;Ensamstående man med barn;152;389;143;96
Lycksele;Inrikes födda;Ensamstående kvinna utan barn;2762;2244;2181;2210
Lycksele;Inrikes födda;Ensamstående kvinna med barn;649;749;665;517
Lycksele;Inrikes födda;Sammanboende par utan barn;18;13;37;138
Lycksele;Inrikes födda;Sammanboende par med barn;336;135;229;171
Lycksele;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Lycksele;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;1523;1517;1590;1479
Lycksele;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;920;625;450;296
Lycksele;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;862;740;948;875
Lycksele;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;2304;1953;1033;1111
Lycksele;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;­­;­­;­­;­­
Lycksele;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;­­;4;­­;­­
Lycksele;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Lycksele;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Lycksele;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Lycksele;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Lycksele;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Lycksele;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;103;48;24;13
Lycksele;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;2109;2115;1468;1495
Lycksele;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Lycksele;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Lycksele;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Lycksele;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Lycksele;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Lycksele;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Lycksele;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Skellefteå;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Skellefteå;Inrikes födda;Ensamstående man utan barn;21221;20369;20144;20374
Skellefteå;Inrikes födda;Ensamstående man med barn;812;462;498;470
Skellefteå;Inrikes födda;Ensamstående kvinna utan barn;11913;10108;10305;10773
Skellefteå;Inrikes födda;Ensamstående kvinna med barn;4123;3212;3070;2016
Skellefteå;Inrikes födda;Sammanboende par utan barn;1016;567;421;489
Skellefteå;Inrikes födda;Sammanboende par med barn;720;477;463;279
Skellefteå;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Skellefteå;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;8884;6632;5434;5097
Skellefteå;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;385;655;378;313
Skellefteå;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;5565;5600;4287;4023
Skellefteå;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;4005;2624;1858;1979
Skellefteå;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;116;­­;66;37
Skellefteå;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;132;73;8;­­
Skellefteå;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Skellefteå;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Skellefteå;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Skellefteå;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Skellefteå;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Skellefteå;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;1318;1370;1272;826
Skellefteå;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;5235;4509;3252;2929
Skellefteå;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;53;­­;­­;5
Skellefteå;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Skellefteå;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Skellefteå;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Skellefteå;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Skellefteå;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Skellefteå;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Norrbottens län;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Norrbottens län;Inrikes födda;Ensamstående man utan barn;53912;49229;49756;52698
Norrbottens län;Inrikes födda;Ensamstående man med barn;7648;7156;6562;4156
Norrbottens län;Inrikes födda;Ensamstående kvinna utan barn;31579;28809;27642;30234
Norrbottens län;Inrikes födda;Ensamstående kvinna med barn;13734;12445;12013;9520
Norrbottens län;Inrikes födda;Sammanboende par utan barn;1701;1166;1438;1445
Norrbottens län;Inrikes födda;Sammanboende par med barn;1946;2280;1769;2093
Norrbottens län;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Norrbottens län;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;22620;17732;15726;17380
Norrbottens län;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;2540;1838;1928;1465
Norrbottens län;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;14890;14609;14686;14462
Norrbottens län;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;13829;14092;11394;9656
Norrbottens län;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;207;349;189;424
Norrbottens län;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;621;927;266;190
Norrbottens län;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Norrbottens län;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Norrbottens län;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Norrbottens län;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Norrbottens län;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Norrbottens län;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;2180;1838;1968;2024
Norrbottens län;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;11780;11203;9072;8060
Norrbottens län;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;50;21;22;7
Norrbottens län;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Norrbottens län;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Norrbottens län;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Norrbottens län;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Norrbottens län;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Norrbottens län;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Arvidsjaur;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Arvidsjaur;Inrikes födda;Ensamstående man utan barn;1144;996;878;875
Arvidsjaur;Inrikes födda;Ensamstående man med barn;293;317;253;186
Arvidsjaur;Inrikes födda;Ensamstående kvinna utan barn;912;717;531;619
Arvidsjaur;Inrikes födda;Ensamstående kvinna med barn;221;190;228;190
Arvidsjaur;Inrikes födda;Sammanboende par utan barn;19;3;3;­­
Arvidsjaur;Inrikes födda;Sammanboende par med barn;8;­­;­­;48
Arvidsjaur;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Arvidsjaur;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;729;547;376;358
Arvidsjaur;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;11;­­;7;­­
Arvidsjaur;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;849;714;720;667
Arvidsjaur;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;236;137;123;174
Arvidsjaur;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;­­;­­;­­;­­
Arvidsjaur;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;­­;­­;­­;­­
Arvidsjaur;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Arvidsjaur;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Arvidsjaur;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Arvidsjaur;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Arvidsjaur;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Arvidsjaur;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;­­;­­;2;­­
Arvidsjaur;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;232;251;218;345
Arvidsjaur;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Arvidsjaur;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Arvidsjaur;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Arvidsjaur;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Arvidsjaur;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Arvidsjaur;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Arvidsjaur;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Arjeplog;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Arjeplog;Inrikes födda;Ensamstående man utan barn;327;224;245;102
Arjeplog;Inrikes födda;Ensamstående man med barn;­­;­­;­­;­­
Arjeplog;Inrikes födda;Ensamstående kvinna utan barn;20;67;48;163
Arjeplog;Inrikes födda;Ensamstående kvinna med barn;106;­­;­­;8
Arjeplog;Inrikes födda;Sammanboende par utan barn;­­;­­;169;­­
Arjeplog;Inrikes födda;Sammanboende par med barn;­­;­­;­­;­­
Arjeplog;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Arjeplog;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;15;52;­­;23
Arjeplog;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;­­;­­;­­;­­
Arjeplog;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;80;199;11;35
Arjeplog;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;67;­­;­­;­­
Arjeplog;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;­­;98;­­;­­
Arjeplog;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;23;­­;­­;­­
Arjeplog;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Arjeplog;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Arjeplog;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Arjeplog;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Arjeplog;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Arjeplog;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;­­;­­;­­;­­
Arjeplog;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;2;­­;­­;­­
Arjeplog;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Arjeplog;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Arjeplog;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Arjeplog;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Arjeplog;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Arjeplog;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Arjeplog;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Jokkmokk;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Jokkmokk;Inrikes födda;Ensamstående man utan barn;526;502;376;323
Jokkmokk;Inrikes födda;Ensamstående man med barn;­­;­­;­­;133
Jokkmokk;Inrikes födda;Ensamstående kvinna utan barn;401;373;381;516
Jokkmokk;Inrikes födda;Ensamstående kvinna med barn;59;8;74;35
Jokkmokk;Inrikes födda;Sammanboende par utan barn;0;6;­­;43
Jokkmokk;Inrikes födda;Sammanboende par med barn;­­;40;30;­­
Jokkmokk;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Jokkmokk;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;156;136;88;17
Jokkmokk;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;­­;­­;­­;­­
Jokkmokk;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;102;52;119;148
Jokkmokk;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;213;321;161;126
Jokkmokk;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;­­;­­;­­;­­
Jokkmokk;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;­­;­­;6;67
Jokkmokk;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Jokkmokk;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Jokkmokk;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Jokkmokk;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Jokkmokk;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Jokkmokk;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;13;37;­­;­­
Jokkmokk;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;123;86;­­;113
Jokkmokk;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;2;­­;­­;­­
Jokkmokk;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Jokkmokk;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Jokkmokk;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Jokkmokk;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Jokkmokk;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Jokkmokk;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Överkalix;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Överkalix;Inrikes födda;Ensamstående man utan barn;526;524;623;853
Överkalix;Inrikes födda;Ensamstående man med barn;106;2;­­;10
Överkalix;Inrikes födda;Ensamstående kvinna utan barn;262;142;124;106
Överkalix;Inrikes födda;Ensamstående kvinna med barn;1;2;60;9
Överkalix;Inrikes födda;Sammanboende par utan barn;­­;­­;26;35
Överkalix;Inrikes födda;Sammanboende par med barn;­­;26;­­;­­
Överkalix;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Överkalix;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;791;532;444;564
Överkalix;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;111;­­;­­;­­
Överkalix;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;207;124;290;237
Överkalix;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;370;440;349;317
Överkalix;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;­­;­­;­­;­­
Överkalix;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;­­;­­;­­;­­
Överkalix;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Överkalix;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Överkalix;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Överkalix;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Överkalix;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Överkalix;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;260;207;105;78
Överkalix;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;148;150;519;362
Överkalix;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;1;­­;­­;­­
Överkalix;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Överkalix;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Överkalix;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Överkalix;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Överkalix;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Överkalix;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Kalix;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Kalix;Inrikes födda;Ensamstående man utan barn;5964;­­;5137;­­
Kalix;Inrikes födda;Ensamstående man med barn;645;­­;552;­­
Kalix;Inrikes födda;Ensamstående kvinna utan barn;1755;­­;1625;­­
Kalix;Inrikes födda;Ensamstående kvinna med barn;1561;­­;1154;­­
Kalix;Inrikes födda;Sammanboende par utan barn;194;­­;155;­­
Kalix;Inrikes födda;Sammanboende par med barn;377;­­;281;­­
Kalix;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Kalix;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;1402;­­;1032;­­
Kalix;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;205;­­;192;­­
Kalix;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;802;­­;611;­­
Kalix;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;1127;­­;646;­­
Kalix;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;­­;­­;9;­­
Kalix;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;63;­­;24;­­
Kalix;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Kalix;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Kalix;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Kalix;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Kalix;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Kalix;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;1;­­;­­;­­
Kalix;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;967;­­;684;­­
Kalix;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Kalix;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Kalix;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Kalix;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Kalix;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Kalix;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Kalix;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Övertorneå;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Övertorneå;Inrikes födda;Ensamstående man utan barn;436;495;782;872
Övertorneå;Inrikes födda;Ensamstående man med barn;7;5;179;139
Övertorneå;Inrikes födda;Ensamstående kvinna utan barn;247;173;354;348
Övertorneå;Inrikes födda;Ensamstående kvinna med barn;­­;­­;19;7
Övertorneå;Inrikes födda;Sammanboende par utan barn;10;­­;53;­­
Övertorneå;Inrikes födda;Sammanboende par med barn;­­;­­;49;172
Övertorneå;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Övertorneå;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;637;294;152;490
Övertorneå;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;68;45;­­;­­
Övertorneå;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;188;90;209;487
Övertorneå;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;243;81;319;156
Övertorneå;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;­­;­­;­­;5
Övertorneå;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;4;­­;8;12
Övertorneå;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Övertorneå;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Övertorneå;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Övertorneå;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Övertorneå;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Övertorneå;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;146;161;124;­­
Övertorneå;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;70;123;81;97
Övertorneå;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;22;­­
Övertorneå;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Övertorneå;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Övertorneå;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Övertorneå;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
